date,Agric,Food ,Chems,Rubbr,Txtls,Steel,FabPr,Aero ,Ships,Gold ,Mines,Coal ,Oil  ,Util ,Autos
19640414,-0.19,0.36,-0.25,-0.53,-1.03,-0.11,0.1,-0.47,0.61,-0.11,-0.24,0.92,0.39,0.11,0.42
19640415,-0.41,0.2,0.05,0.72,0.29,-0.07,0.22,0.36,-0.09,-0.66,-0.86,0.39,0.23,0.2,-0.01
19640416,0.46,0.05,0.05,0.85,-0.42,-0.1,-1.52,-0.29,0.66,-0.41,1.35,-1.34,0.2,0.07,0.15
19640417,-0.53,0.31,0.14,-1.06,-0.42,0.57,-0.13,0.26,0.32,0.82,2.47,-0.94,0.42,0.47,0.18
19640420,-0.39,-0.16,-0.24,1,0.19,-0.56,1.04,-0.84,-0.29,-0.42,1.23,-0.06,-0.39,0.07,-0.36
19640421,0.25,-0.21,0.05,-0.56,-0.08,0.03,-2.14,-0.86,-0.32,-0.63,-1.43,-0.44,0.35,-0.07,0.25
19640422,0.13,-0.19,-0.27,0.41,0.26,-0.19,-0.44,-0.24,-1.16,1.48,2.76,0.05,0.06,0.11,0.01
19640423,-0.31,-0.67,-0.22,-0.58,-0.08,-0.35,-0.98,-0.28,0.61,-1.69,-1.65,0.89,0.42,-0.04,0.49
19640424,-0.44,-0.68,-0.57,-1.65,-1.28,-1.41,-1.7,-0.86,-0.21,-0.28,-0.29,-0.25,-0.85,-0.23,-0.57
19640427,0.39,-0.34,-0.66,-0.41,-1.23,-0.63,0.03,-1.06,-1.11,-0.49,0.27,-1.43,-0.45,-0.2,-1.15
19640428,-0.43,0.17,0.43,0.91,1.31,1.29,-0.44,-0.14,0.57,1.25,3.18,0.35,1.12,0.32,1.39
19640429,-0.8,-0.64,-0.71,-0.5,-0.12,-1.35,0.15,-1.44,-0.97,-0.16,1.52,0.07,0.71,-0.36,-0.05
19640430,0.66,0,-0.44,0.01,-0.64,-0.57,-0.36,0.26,-0.14,0.35,0.01,-1.63,-0.23,-0.2,0.72
19640501,0.63,0.22,0.67,0.85,0.66,0.88,0.12,1,0.19,0.7,0.44,1.04,0.86,0.18,2.64
19640504,-0.26,0.87,1.1,1.2,0.8,0.2,0.76,0.34,-0.17,-0.39,1.58,0.61,0.93,-0.09,0.05
19640505,-1.17,0.57,0.14,0.52,0.61,-0.14,0.42,0.46,-0.11,-0.55,-2.13,0.23,1.09,0.14,1.34
19640506,0.14,-0.06,0.47,-0.23,0.31,0.2,0.1,0.24,-0.08,-0.77,1.33,1.08,0.45,0.28,0.27
19640507,1.08,0.44,0.48,-0.04,0.03,1.78,0.62,0.07,0.48,-0.11,-1.91,0.63,-0.19,-0.1,0.53
19640508,-0.63,0.3,-0.5,2.65,0.1,-0.32,-0.74,0.19,-0.36,0.24,2.96,0.3,-0.35,-0.01,-0.31
19640511,0.63,0.17,0.24,0.9,0.19,-0.38,0.34,-0.37,0.74,-0.91,1.25,-1.21,-0.11,0.13,0.02
19640512,0.8,0.63,0.26,1.94,0.46,0.27,-0.25,1.74,0.15,1.21,0.44,-0.36,0.1,0.41,1.31
19640513,-0.04,-0.39,-0.64,-0.37,-0.1,-0.3,-0.89,0.64,0.65,1.28,-1.67,-1.45,-0.22,-0.15,-0.69
19640514,-0.31,-0.03,-0.07,0.21,0.49,-0.09,-0.03,0.39,-0.22,1.8,-0.25,0.11,-0.34,0.07,-0.49
19640515,1.02,0.3,0.98,-0.49,0.01,0.15,0,0.77,-0.12,-0.17,2.35,-0.76,0,0.11,-0.23
19640518,0.71,-0.06,-1.07,0.84,0.13,-0.64,-1.06,0.76,0.02,0.04,-1.23,-0.15,-0.56,-0.01,-0.88
19640519,-1.42,-0.15,0.02,-0.7,-0.04,-0.86,-2.15,0.49,-0.4,-0.49,-0.49,-0.03,-0.43,-0.29,-2.16
19640520,0.66,0.12,0.28,0.35,0.04,0.33,-1.29,-0.35,0.91,-1.23,0.45,0.35,0.42,0.22,0.84
19640521,-0.5,-0.43,-0.28,-1.62,0.18,-0.57,0.89,-0.77,0.5,-0.24,-0.22,1.06,0.24,0.04,0.06
19640522,0.09,0.07,-0.21,0.34,0.25,-0.37,-0.1,-0.14,0,-0.63,-0.13,-0.39,0.43,0.16,-0.21
19640525,-0.73,0.13,-0.07,1.1,0.49,-0.34,0.77,0.84,-0.25,-0.19,0.1,0.08,-0.21,0,0.25
19640526,-0.54,-0.36,-0.25,0.74,0.13,-0.24,0.17,0.19,0.34,0.37,-1.18,-0.85,-0.17,-0.1,0.14
19640527,-0.2,-0.4,0.12,-1.57,-0.06,0.74,-0.86,0.09,-0.16,-0.02,-0.15,0.38,0.18,-0.1,-0.14
19640528,1.58,-0.23,0.67,0.8,0.96,0.88,2.64,0.39,0.25,-0.31,-0.02,0.3,0.04,-0.08,0.03
19640601,-0.42,-0.17,-0.58,-0.73,-0.55,-1.06,-1.12,-0.17,-0.25,-1.36,-0.47,-1.29,-0.47,0.17,-0.06
19640602,-0.09,-0.53,-0.64,-1.13,-0.32,-0.54,-0.96,-0.5,-0.48,-1.3,-1.09,-0.16,-0.47,-0.23,-0.39
19640603,-0.2,-0.19,-0.25,-0.74,0.34,-0.33,0.15,0.03,0.54,-0.43,-1.03,-0.05,-0.27,-0.16,-0.4
19640604,-0.31,-0.51,-1.34,-1.24,-0.66,-0.99,-1.46,-0.3,-0.09,-0.59,-0.97,-2.31,-1.12,-0.27,-1.35
19640605,-0.57,0.41,0.46,0.94,-0.1,0.49,1.13,0.6,0.72,0.54,0.19,0.96,0.28,0.3,1.07
19640608,-0.8,-0.2,-0.83,-1.17,-0.3,-0.53,-0.37,0.01,-0.79,1.2,-3.37,-1.07,-0.23,-0.17,-0.86
19640609,-0.31,0.04,0.47,2.85,-0.03,1.03,1.7,-0.32,1.05,-1.12,1.22,1.13,0.37,0.11,1.25
19640610,0.95,0.61,0.88,1.26,-0.26,-0.53,2.02,0.34,-0.4,0.43,1.25,0.31,0.56,0.31,0.71
19640611,-0.23,0.15,0.31,2.58,0.79,0.13,2.63,0.1,0.41,-0.18,0.31,-0.54,0.21,0.28,0.83
19640612,-0.66,0.12,-0.24,-0.88,0.21,-0.41,-1.83,0.75,-0.15,0.45,1.07,-0.76,-0.08,-0.24,-0.7
19640615,0.81,0.3,0.1,0.04,-0.44,0.66,0.49,0.57,0.38,1.81,1.33,0.31,0.08,0.35,0.84
19640616,3.33,0.61,0.33,-0.39,0.42,1.13,3.32,0.04,0,-0.17,0.5,-0.1,0.62,0.05,1.18
19640617,-0.36,0.9,0.49,0.41,-0.41,1.08,3.06,0.49,0.37,0.66,1.32,-0.99,0.66,0.1,0.17
19640618,1.27,0.02,-0.02,1.5,0.37,0.11,0.46,-0.04,0.78,-1.4,-0.61,0.89,0.38,0.16,0.35
19640619,0.73,0,0.09,-0.41,0.18,0.15,-0.18,-0.04,0.18,0.04,0.33,0.45,0.07,0.1,0.4
19640622,1.67,-0.12,-0.13,1.6,0.36,0.95,0.28,0.64,-0.17,-0.13,-0.24,0.42,0.28,0.09,0.55
19640623,0.59,-0.06,-0.64,-1.33,-0.41,-0.61,-0.88,-0.74,-0.25,-0.64,-1.03,0.12,-0.17,0.07,-1.49
19640624,-1.02,0.33,0.46,1.59,-0.14,0.8,0.8,0.69,0.22,0.15,0.43,0.72,-0.05,0.33,-0.53
19640625,0.8,-0.04,0.18,-0.1,-0.11,-0.38,1.15,-0.12,0.45,-0.88,0.6,0.01,0.14,0.39,-0.92
19640626,0.2,0.23,0.25,0.12,0.25,0.7,2.43,0.64,-0.24,0.13,-0.23,0.22,-0.11,0.23,1.03
19640629,0.35,0.07,0.03,-0.17,0.38,-0.37,-2.77,0.23,0.46,0.2,-0.45,0.13,0.05,0.24,-0.49
19640630,0.69,0.28,0.05,-0.35,0.08,-0.5,1.98,-0.24,-0.27,1.16,0.09,-0.69,0.01,-0.03,0.59
19640701,-0.57,0.56,0.3,0.53,0.66,1.6,0.1,0.03,1.04,-0.23,1.11,1.34,0.71,0.23,0.66
19640702,0.71,0.4,0.05,0.94,0.56,0.27,-1.96,0.61,0.32,0.91,-0.19,0.2,0.38,0.19,1.32
19640706,0.46,0.12,0.11,0.42,0.52,0.21,0.71,0.04,0.8,-0.31,-0.67,0.18,0.5,0.36,0.35
19640707,0.89,0.25,0.15,1.43,0.29,0.4,1.66,-0.13,0.33,0.18,-0.23,-1.09,0.01,0.5,-0.14
19640708,-0.15,0.47,-0.05,-0.3,0.16,0.23,2.31,0.2,-0.33,-0.04,-0.33,0.17,0.31,0.33,0.08
19640709,-0.47,-0.13,0.1,0.78,-0.15,0.14,-0.73,0.14,0.27,0.57,0.63,-0.5,0.35,0.25,0.31
19640710,0.15,-0.16,0.75,0.17,1.2,0.31,0.47,-0.11,1.06,0.19,-0.44,0.93,0.19,0.49,1.36
19640713,0.21,-0.14,0,-0.33,0.25,0.16,0.66,1.15,0.21,0.91,-0.54,1.08,-0.52,0.13,0.69
19640714,0.08,0.07,-0.22,0.83,0.19,-0.52,0.48,-0.1,1.03,0.11,-0.36,-0.3,-0.29,0.07,0.32
19640715,1.53,-0.07,0.36,2.59,0.88,-0.12,-1.27,0.32,0.78,0.27,1.78,0.01,0.39,0.39,0.01
19640716,1.17,0.24,0.44,0.33,0.4,-0.03,-1.22,0.46,0.69,-0.1,-0.29,0.14,0.54,0.38,0.9
19640717,1.73,0.16,0.44,0.13,-0.15,0.6,0.63,0.67,1.64,1.07,-0.26,0.67,0.81,0.35,1.32
19640720,0.08,-0.34,-0.19,-0.66,-0.31,-0.67,3.1,0.04,-0.61,0.06,0.33,-0.72,0.05,0.06,-0.96
19640721,-1.53,-0.05,0.17,-0.57,0.22,-0.59,-0.33,-1.06,0.05,-0.18,-0.64,-0.42,-0.42,-0.01,-0.46
19640722,-0.61,0.3,0.14,-1.01,0.39,-0.17,0.15,1.3,-0.14,0.11,0.71,-0.24,0.14,0.16,0.41
19640723,-0.21,-0.26,0.2,0.42,0.09,-0.63,-2.88,0.25,-0.41,0.3,0.91,-1.11,0.05,0.16,-0.07
19640724,1.77,-0.21,-0.24,0.71,0.18,-0.4,0.3,-0.35,-0.04,0.81,-0.95,1.52,0.29,0.17,0.44
19640727,-0.92,-0.35,-0.11,-0.46,-0.11,-0.54,-0.79,0.09,0.46,0.27,-0.38,0.12,-0.38,0.08,-0.55
19640728,-2.22,-0.44,-0.63,-0.15,0.12,-0.18,-1.77,-0.1,-0.06,0.05,-0.09,0.17,-0.25,0.03,-0.39
19640729,-0.62,0.23,0.31,-0.65,0.3,0.12,0.16,0.37,1.04,-0.28,1.33,-0.26,0.03,0.19,0.05
19640730,-0.13,-0.11,-0.11,-1.38,-0.14,0.01,1.62,0.65,0.74,1.08,1.03,-0.48,0.06,0.32,0.2
19640731,-0.31,0.26,0.21,0.68,0.15,0.43,1.03,0.06,0.27,-0.79,-0.33,-0.05,0.38,-0.01,-0.1
19640803,-2.34,0.23,-0.23,0.22,0.03,0.4,-2.32,0.36,0.38,-0.91,-0.42,0.21,-0.12,0.03,-0.07
19640804,1.32,-0.61,-0.69,-2.12,-2.55,-1.35,1.09,-1.35,-0.26,-0.25,-1.11,-0.75,-1.39,-0.41,-2.07
19640805,0.68,-0.34,-0.24,-0.06,0.05,0.4,-0.72,3.34,-0.43,-1.25,0.28,-0.05,0.38,-0.23,0.8
19640806,-0.1,-0.16,-0.85,-0.69,-0.5,-1.43,-0.42,-1.51,-0.44,-0.04,-0.93,-0.09,-1.6,-0.39,-0.59
19640807,-0.27,0.44,0.53,1.39,-0.2,0.65,0.66,0.91,-0.3,-0.23,1.1,-0.22,0.75,0.23,0.26
19640810,1.93,0.01,0.08,0.2,0.65,0.02,-0.6,-0.23,0.16,-0.34,1.8,-0.59,0.01,0.17,-0.25
19640811,2.89,-0.04,-0.38,0.1,0.47,0.45,0.67,-0.32,0.12,-0.01,0.2,0.74,0.02,-0.05,0.21
19640812,2.35,0.4,0.33,0.55,0.58,1.34,2.54,0.4,0.15,0.32,0.74,0.38,0.59,0.15,0.91
19640813,-1.18,0.07,0.31,0.68,0.46,0.2,-0.85,-0.09,-0.17,2.08,0.09,0.88,0.34,0.25,0.64
19640814,-0.82,0.08,0.49,-0.08,-0.43,0.13,0.42,-0.74,0.04,0.43,-0.03,0.26,-0.38,-0.01,0.33
19640817,1.05,0.3,0.05,0.27,-0.06,-0.14,-0.37,0.31,-0.15,-0.24,-1.55,-0.45,0.11,-0.17,0.26
19640818,-0.49,-0.02,0.05,0.33,-0.49,0.95,1.07,0.48,0.39,0.9,1.18,0.34,-0.1,0,0.52
19640819,0.13,-0.28,-0.03,-0.95,0.7,-0.42,0.02,0.22,-0.75,0.49,0.52,-0.19,0.12,0.36,0.07
19640820,-1.66,-0.29,-0.66,-0.14,-0.63,-1.08,-0.14,-0.42,-0.58,0.41,-0.42,-0.29,-0.16,-0.2,-1.08
19640821,-0.48,-0.11,0.12,0.28,-0.23,-0.21,-1.33,1.48,0.04,-0.19,-0.12,-0.53,0.15,0.31,-0.3
19640824,-1.18,-0.34,-0.46,-0.45,0.5,-0.02,2,0.78,0.59,0.81,-0.48,0.11,-0.14,-0.12,0.18
19640825,-0.02,-0.19,-0.88,-0.06,-0.45,-0.65,-0.89,0.25,-0.63,0.31,-0.14,-0.77,-0.5,-0.03,-0.32
19640826,0.57,-0.34,-0.68,-0.27,-0.25,-0.26,-1.41,-0.22,0.11,0.29,-0.07,0.2,-0.12,0.02,0.38
19640827,0.33,0.06,0.68,0.31,0.4,0.74,-0.31,1.77,-0.1,-0.56,-0.12,0.01,0.19,0.14,1.52
19640828,0.84,0.15,0.13,0.76,0.5,0.2,-0.83,0.6,0.34,0.17,-0.32,0.13,0.16,0.02,1.24
19640831,0.43,-0.16,0.05,-1.26,-0.42,0.05,0.68,-0.52,-0.43,0.08,-0.25,0.15,-0.19,-0.1,-0.66
19640901,-0.25,0.2,0.43,0.58,0.64,2.08,1.42,1.48,0.42,1.2,1,0.3,-0.01,0.24,1.1
19640902,0.23,0.03,0.14,0.69,0.4,0.04,-0.43,0.7,0.47,1.4,0.81,0.77,0.33,0.08,-0.1
19640903,-0.61,0.13,0.5,1.14,-0.07,0.02,0.52,1.33,-0.45,-0.15,-0.09,0.28,0.15,0.02,0.87
19640904,0.45,0.28,0.28,-0.41,0.48,0.29,1.31,1.43,0.24,0.27,0.03,0.16,0.28,-0.09,0.22
19640908,-0.45,0.34,0.28,-0.09,-0.07,0.15,-1.62,0.45,-0.4,1.02,-0.65,0.69,0.25,0.22,0.18
19640909,-1.02,0.03,0.4,0.08,0.33,1,1.42,-0.1,-0.61,-0.77,0.26,0.42,0.11,0.25,1.35
19640910,-0.86,0.14,0.7,-0.58,0.84,-0.24,1.28,-0.06,0.1,0.38,1.02,0.24,0.11,-0.03,0.08
19640911,0.15,0.02,1.34,0.6,0.77,0.76,1.73,-0.55,0.78,2.16,0.81,-0.03,0.61,0.33,0.21
19640914,-0.9,-0.23,-0.33,-0.9,0.3,0.73,0.06,-0.55,-0.02,2.07,0.84,-0.11,-0.36,-0.05,0.46
19640915,0.88,-0.14,-0.39,1.83,-0.08,-0.15,-0.82,-0.52,0.33,1.94,0.36,1.07,-0.26,-0.12,0.09
19640916,1.56,0.28,-0.36,-2.04,0.25,0.97,0.19,0.41,0.04,2.17,0.04,2.31,0.29,0.22,0.03
19640917,-1.14,-0.17,0.63,0.66,0.2,1.31,0.67,0.58,0.65,0.67,0.94,-0.34,0.04,0.24,0.95
19640918,-0.94,0.39,-0.15,-1.03,-0.05,-0.8,0.4,0.07,0.25,-0.46,-0.61,-0.34,-0.3,-0.07,-0.53
19640921,-0.65,0.29,0.67,1.31,-0.47,1.44,0.92,0.18,0.63,3.49,2.55,0.15,0.1,0.02,0.95
19640922,-0.7,0.11,0.26,0.67,0.49,-0.01,-1.46,0.08,-0.61,3.64,0.01,0.4,0.25,0.17,-0.43
19640923,0.08,0.06,0.25,-0.89,-0.37,-1,2.84,0.79,-0.07,-0.69,1.36,-0.25,0.26,0.11,-0.43
19640924,0.86,0,0.1,0.26,0.05,-0.05,0.88,-0.57,0.04,-0.64,-0.45,-1.27,0.63,-0.04,0.08
19640925,0.29,0.33,0.11,1.51,0.27,-0.4,-0.65,0.09,0.36,0.25,0.83,0.51,0.4,0.1,0.11
19640928,-0.53,0.08,-0.12,-0.23,0.17,-0.12,-1.97,0.03,0.99,0.52,1.03,0.31,0.13,0.31,-0.1
19640929,0.24,-0.17,0.32,-0.29,0.01,-0.48,-1.18,0.3,-0.18,-0.59,-0.36,0.28,-0.06,-0.16,-0.23
19640930,0.13,0.34,0.19,0.74,0.22,-0.11,1.28,-0.27,0.58,-1.67,-0.83,-0.31,0.06,0.1,-0.2
19641001,0.21,-0.35,-0.08,-0.29,0.22,-0.39,-1.45,-0.15,0.34,-0.81,-0.9,-0.2,0.01,0,-0.13
19641002,-0.13,-0.04,-0.17,-1,0.6,-0.01,0.67,0.17,-0.49,0.09,-0.01,0.27,0.44,0.1,0.02
19641005,0.76,0.4,0.49,0.06,0.1,1.05,0.68,0.49,1.17,0.99,0.58,0.05,0.48,0.37,1
19641006,1.95,-0.2,0.16,-0.34,0.89,-0.35,0.61,0.84,0.15,-1.37,0.54,0.18,-0.07,-0.12,1.18
19641007,0.08,0.02,0.17,0.25,0.68,-0.42,-1.47,0.02,0.43,-1.04,0.85,-0.07,0.08,0.28,-0.05
19641008,1.08,0.37,-0.36,-1.27,0.63,-0.11,1.1,-0.63,0.54,0.33,0.32,-0.51,0.53,0.18,0.23
19641009,1.94,0.07,0.07,1.86,0.95,0.27,-0.06,-0.17,-0.4,1.68,0.97,0.21,0.36,0.14,-0.13
19641012,1.77,-0.16,0.1,-0.08,-0.28,-0.06,0.87,-0.37,-0.35,-0.7,-0.4,-0.06,0.28,-0.05,0.17
19641013,0.67,-0.22,-0.07,-0.22,0.67,-0.38,1.09,0.19,-0.75,-0.93,-0.51,0.1,-0.21,0.1,-0.96
19641014,-1.08,-0.27,-0.13,0.49,0.38,0.43,1.6,-0.05,0.34,1.39,0.35,-0.29,-0.39,0.04,-0.51
19641015,-1.65,-0.89,-0.38,-1.3,-0.65,-1.09,-1.3,-0.85,-0.98,-1.58,-1.53,-0.21,-0.65,-0.31,-0.65
19641016,0.71,0.49,0.36,2.75,0.64,0.51,0.82,2.6,1.22,0.9,1.36,-0.04,0.84,0.37,0.65
19641019,-0.36,0.4,0.42,1.85,0.55,0.32,1.54,0.31,0.14,-0.35,0.66,0.08,0,0.22,-0.08
19641020,-1.18,0.15,0.57,0.53,0.68,0.93,0.69,-1.4,0.57,0.42,0.6,-0.47,-0.06,-0.03,1.53
19641021,2.43,-0.24,0.04,-0.31,-0.17,-0.27,-1.61,-0.54,1.47,-0.01,0.12,-0.11,0.04,-0.03,-0.66
19641022,1.75,-0.43,-0.2,0.07,0.8,-0.59,0.83,-0.24,0.53,0.86,-0.84,-0.26,0.29,-0.07,-0.58
19641023,0.3,0.03,0.04,0.67,0.47,0.04,2.36,0.15,-0.29,-0.17,0.41,1.16,0.02,0.26,1.14
19641026,1.25,0.05,-0.06,-0.51,0.53,-0.53,-1.17,0.32,-0.27,-0.87,-1.23,-0.16,0.45,-0.14,-1.33
19641027,0,-0.14,-0.29,-0.29,0.31,-0.14,-2.45,0.18,1.36,0.04,0.68,0.04,0.19,-0.18,0.26
19641028,-1.2,-0.2,-0.17,-1.13,-1.14,-1.5,0.28,-0.88,-0.46,-0.41,-1.37,-0.05,-0.32,-0.09,-0.84
19641029,0.65,0.08,0.38,0.09,0.1,-0.44,-0.22,-0.69,0.01,-0.22,-0.53,0.6,0.24,-0.1,-0.14
19641030,-1.09,0.23,0.05,-0.57,0.16,0.06,-1.19,0.01,-0.14,-0.16,0.6,-0.23,0.53,0.02,-0.07
19641102,-0.53,-0.45,0.31,0.82,0.3,0.43,1.26,0.85,0.56,0.67,1.31,0.08,0.43,-0.02,1.04
19641104,0.27,0.05,-0.13,-0.54,0.41,-0.62,0.54,-0.21,0.79,0.36,-0.36,-0.08,0.07,0.06,0.8
19641105,0.99,0.13,-0.08,-0.92,-0.4,-1.3,2.09,-0.64,-0.77,-0.42,0.05,0.13,0.41,0.11,-0.36
19641106,0.21,0.36,0.11,0.61,-0.43,-0.18,-2.04,-0.02,0.06,1.03,-0.52,-0.16,0.68,0.22,-0.21
19641109,0,0.08,0.15,-1.25,-0.04,-1.01,-0.84,-0.55,-0.04,0.43,-0.14,0.25,0.08,0.5,-0.01
19641110,-0.76,-0.12,-0.1,0.78,-0.36,-0.72,-0.88,-0.46,-1.35,-0.05,-0.67,-0.75,-0.43,0.09,-1.42
19641111,-0.48,0.38,0.17,-0.36,-0.1,0.72,-0.07,0.66,0.39,-0.43,0.55,0.61,0.4,0.04,-0.16
19641112,0.73,0.51,0.08,0.43,0.21,0.11,-0.2,0.5,0.65,-0.27,0.75,0.03,0.15,0.2,-0.19
19641113,0.16,0.46,0.27,-0.33,-0.14,-0.22,1.99,0.48,0.2,0.22,0.56,1.39,0.21,0.24,-0.97
19641116,1.12,0.22,0.67,-0.07,0.06,0.63,1.87,0.32,0.57,1.47,-0.34,1.18,0.52,0.19,1.22
19641117,0.88,-0.11,0.8,-0.64,0,0.45,0.89,0.66,0.67,0.42,0.8,-0.08,0.62,0.04,1.07
19641118,-0.14,0.48,1.59,0.3,-0.07,0.18,-0.72,0.17,-0.48,1.34,0.99,0.25,0.58,0.24,-0.53
19641119,1.46,0.04,-0.87,0.2,0.26,-0.53,0.63,-0.09,0.22,-0.78,-0.34,0.16,0.22,0.11,0.56
19641120,2.08,0.18,-0.46,0.92,0.66,-0.75,0.06,0.02,-0.2,-1.44,-0.1,-0.13,0.72,0.13,-0.77
19641123,-0.38,-0.09,-0.49,-0.35,0.14,-0.14,0.8,0.49,-0.2,1.51,-0.12,-0.37,-0.51,-0.12,0.29
19641124,-0.2,-0.32,-0.3,1.78,0,-0.22,-2.16,0.42,-0.57,-0.15,0.1,-1.12,-0.2,-0.32,-0.41
19641125,-0.89,-0.11,-0.13,-0.53,0.03,-0.32,0.45,-0.83,-0.8,1.55,-0.09,0.2,0.09,0.09,-0.67
19641127,-0.67,-0.34,0.54,-0.7,-0.26,-0.06,-1.39,0.23,0.01,-0.19,-1.36,-0.93,-0.64,-0.17,-0.41
19641130,-0.37,-0.43,0.24,-1.04,0.1,-1.42,0.72,-1.39,0.44,-0.37,-1.83,0.32,-0.8,-0.27,-1.36
19641201,0.09,-0.92,-0.88,-0.62,-0.86,-1.05,-3.08,-0.74,-0.99,1.03,-0.98,-0.79,-1.49,-0.62,-0.52
19641202,-0.65,0.34,0,0.81,0.12,0.42,0.99,-0.19,-0.18,-0.2,0.05,0.6,-0.41,0.15,0.28
19641203,1,0.74,0.3,0.68,0.78,0.47,0.98,1.2,0.04,-0.87,0.25,-0.45,0.37,0.21,0.3
19641204,-0.7,-0.02,-0.3,0.21,0.49,0.4,0.48,-0.15,-0.67,0.7,0.1,0.34,0.28,0.38,-0.3
19641207,0.19,-0.1,0.6,0.04,0.38,-0.32,-0.34,0.91,0.37,0.71,-1.73,0.75,0.16,0.14,-0.37
19641208,-0.35,-0.25,-0.5,0.06,-0.79,-1.19,-0.87,-0.14,-0.33,-0.02,-1.72,-0.33,-0.19,0.01,-0.15
19641209,0.91,-0.72,-1.03,-1.82,-0.54,-0.84,-1.05,-1.42,-1.25,0.53,-0.83,0.02,-0.69,-0.26,-1.36
19641210,0.4,-0.13,-0.45,-0.26,-0.34,0.24,-1.27,-0.14,-0.62,-0.27,0.15,-0.01,0.4,0.17,0.29
19641211,0.39,0.25,0.29,0.6,0.28,1.03,0.94,0.52,-0.03,0.41,0.06,0.45,0.07,-0.07,0.5
19641214,-2.22,-0.05,-0.17,0.43,-0.29,-0.77,-0.8,-1,-0.85,2.56,-0.86,0.6,-0.36,-0.05,0.5
19641215,-0.82,-0.39,-0.02,-1.76,-0.41,-0.71,-2.18,-0.74,-0.45,0.94,1.08,-0.87,-0.5,-0.15,-0.17
19641216,0.57,0.4,0.08,0.87,0.41,0.2,-0.77,1.08,0.35,-0.59,-0.8,1.39,0.37,0.25,0.4
19641217,0.14,0.52,0.25,0.11,0.52,0.94,0.68,2.16,-0.17,-0.29,1.46,-0.79,0.28,0.12,0.59
19641218,-0.78,0.52,0.32,1.19,0.33,0.32,1.11,0.64,0.46,0.84,1.76,1.5,0.5,-0.08,1.37
19641221,0.46,0.32,0.27,0.49,0.16,-0.57,0.47,0.03,0.49,-0.47,-1.4,-0.31,0.18,-0.08,0.35
19641222,0.12,-0.1,0.62,0.15,-0.29,-0.45,-0.32,-0.39,-0.38,-0.77,-0.05,-0.51,-0.15,-0.03,-0.28
19641223,-0.47,0.08,-0.13,-0.69,0.08,-0.31,-0.61,-0.43,-0.38,0.36,-0.09,-0.84,0.06,-0.08,-0.7
19641224,0.31,0.56,0.25,0.52,-0.16,0.78,-0.18,0,0.29,0.48,0.41,0.28,0.15,-0.03,-0.36
19641228,-0.57,-0.39,0.11,0.23,-0.23,-0.3,-0.97,-0.08,-0.99,0.31,-0.19,0.81,0.16,-0.09,0.01
19641229,-0.1,-0.57,-0.22,-1.71,0.01,-0.5,-0.04,-0.52,-0.46,1.37,-0.03,-0.62,-0.48,-0.1,0.06
19641230,-0.75,0.64,0.68,0.53,0.91,0.3,0.09,0.35,0.58,2.57,-0.34,0.01,0.38,0.34,0.99
19641231,0.64,0.35,0.43,0,0.08,0.29,2.72,0.08,1.02,-1.16,0.28,0.58,0.72,0.37,0.83
19650104,1.35,-0.31,-0.18,1.41,-0.46,-0.72,-1.86,0.09,-1.02,-0.38,-1.75,-1.23,-1.26,-0.42,-1.85
19650105,2.3,0.14,1.37,1.29,0.39,0.64,0.85,0.79,-0.31,-2.12,-0.06,-0.33,0.21,0.38,0.72
19650106,1.85,0.54,0.46,0.51,0.09,0.33,0.25,0.74,0.65,-0.28,0.93,0.93,0.39,0.29,0.57
19650107,0.43,0.69,-0.17,0.4,-0.93,0.25,0.38,0.85,0.1,2.6,0.95,-0.21,0.34,0.15,0.48
19650108,-1.18,0.33,0.17,0.31,0.74,-0.22,-0.33,-0.07,0.47,-0.4,2.44,-0.16,0.12,0.29,-0.34
19650111,0.18,0.26,-0.41,-0.93,0.52,0.44,-0.78,0.49,-0.15,-2.23,-0.14,-0.31,-0.06,0.27,0.14
19650112,0.52,-0.03,0.13,0.28,0.1,0.69,-0.15,-1.15,0.08,-1.83,-0.63,-0.68,0.46,0.34,-0.13
19650113,-0.51,0.24,0.45,1.5,0.79,0.15,0.81,-0.84,0.26,-0.51,1.36,0.68,0.23,0.35,-0.38
19650114,0.79,0.34,-0.2,-0.66,0.96,0.37,0.52,-0.34,-0.15,1.82,0.65,-0.6,0.21,0.13,-0.09
19650115,0.98,0.1,0.58,0.59,0.36,1.58,0.14,0.49,0.36,0.89,0.59,1.41,0.35,0.15,0.45
19650118,-0.28,0.73,0.65,0.01,0.6,0.78,0.53,0.26,-0.15,-0.04,-0.02,0.78,0.42,0.37,0.09
19650119,0.2,0.18,-0.47,0.34,0.13,0.98,-0.12,-0.55,0.16,-0.77,1.16,0.3,-0.07,0.42,0.24
19650120,0.55,-0.03,0.21,-0.03,-0.11,-0.03,-1.26,-0.28,1.26,-0.45,0.54,0.21,-0.16,0.23,0.23
19650121,-0.54,-0.33,0.19,0.58,-0.11,-0.63,1.91,-0.48,-0.18,0.05,1.45,-0.14,-0.14,-0.02,0
19650122,0.36,0.43,0.28,0.28,0.56,0.27,1.82,0.37,0.69,0.13,0.7,1.14,-0.21,0.13,0.86
19650125,1.63,0.21,0.54,-0.66,1,0.12,0.47,-0.23,0.13,-0.95,0.39,0.53,-0.33,0.03,0.09
